titles,desc,valid
Front-end Developer,"Responsável pelo desenvolvimento do front-end de projetos e-commerce com magento, vtex e drupal. Tecnologias utilizadas: html, css, jqueryhttps://www.renovaecopecas.com.br - VTEX",front
Front-end Developer,"Responsável pelo tagueamento Google Analytics e Tag Manager de todos os sites da VIVO e GTV na época da compra da GVT utilizando jQuery e Javascript. Alguns projetos front-end com jquery, sass, gulp",front
Web Developer,"Manutenção e estruturação de novos projetos da empresa em html, css3 e jquery nos padrões web. Landing Pages, paginas institucionais e toda a parte de newsletter da empresa, a qual foi toda estruturada por mim inclusive a parte de news responsiva.",front
Front-end Developer,"Manutenção e estruturação de novos projetos e projetos já implementados da agência em html, css3 e jquery nos padrões web. Landing Pages, paginas institucionais, campanhas de empresas como Itaú, Abril, Audi, Amil, entre outras.",front
Webmaster,"Estruturação html/css em projetos novos, modificações em projetos já feitos, enquetes, especiais do site integrados com cms da folha, monitoração de erros constante (Nagios e Cacti).",indefinido
Monitor de sistemas,"Monitoração Nagios, Upsi, erros em páginas do UOL e abertura de incidentes.",indefinido
Front-end Senior,"Responsável pela manutenção e criação de novas features em projetos já feitos como: Checkout, carrinho de compras, client area, site principal, chat e etc. Stack: React, Nextjs, Redux, Saga, Typecript, Styled-components.",front
Full Stack Engineer - JS,"- Arquitetura de projetos js- Back-end Node.js- Front- end React.js, electron- Mobile React-Native.- Azure- Docker- Analise e desenvolvimento de Banco de dados ( PostgreSql e Firebird )",fullstack
Full Stack Engineer,"- Arquitetura e Desenvolvimento de banco de dados- Manutenção e Desenvolvimento de api soap e rest- Manutenção e Desenvolvimento de sistemas em PHP- Front-end HTML , CSS3 e Vue- Back-end PHP, Node.- Vivência em times ágeis (Scrum, kanban, etc);- Docker- Amazon AWS - EC2, ECS, S3",fullstack
Analista Desenvolvedor,"Analise e Gestão- Analise e Desenvolvimento de projetos.- Melhorias na produção de projetos no dia dia;Desenvolvimento e manutenção Sistemas e Sites: - PHP, Laravel, Node Desenvolvimento e Manutenção de sistemas e sites: - Angular, HTML5 + CSS3, Bootstrap, React. Desenvolvimento e Manutenção de aplicativos: - React, Ionic Gerenciamento e usuário de banco dados: - Mysql, Oracle, Firebase, sqllite. Versionamento GIT. Usuário Linux. Json Api, SOAP Api, REST api",fullstack
Desenvolvedor Web e Mobile,"- Desenvolvimento de aplicativos web mobile e nativos ( React Native e Flutter).- Desenvolvimento e analise de sistema e portais web. ( PHP e Javascript)- Migração de Dados ( Banco mysql, sql, postgresql)- Manutenção de aplicativos , sistemas, e portais web.- Conhecimento ( Angular, React, Node)- Criação ambiente Docker.- GIT e VSN.",mobile-fullstack
Programador,"Back-End 1) PHP, CodeigniterFront-End 2) Javascript , Jquery, Ajax, HTML, CSS, JSON, ReactMobile3) React-nativeCMS4)WordpressBanco de dados5) Sql Server, Mysql, MariaDBWebService6) Json Api, Api REST",mobile-fullstack
Programador júnior 2,"Back-End 1) PHP, Codeigniter, LaravelFront-End 2) Javascript , Jquery, HTML, CSS, jsonMobile3) React-native, Phonegap, IonicCms4) Wordpress, Joomla, Margento, OpencartBanco de dados5) Sql Server, Mysql, MariaDB, PostgresqlWebService6) Json Api, SOAP Api, REST api",mobile-fullstack
Programador júnior,"Back-End1) PHP, Codeigniter, LaravelFront-End2) HTML. CSS. Javascript, Ajax, Jquery.CMS3)WordpressBanco de dados 4) Mysql e MariaDb",fullstack
Estagiário em Engenharia Elétrica,1.	Cadastro e Atualização de equipamentos elétricos da EDP- ESCELSA no SIT (Si tema Informações Técnicas).2.	Geoprocessamento através do GIS (Sistemas de Informação Geográfica).3.	Subsidiar a análise e implantação de novas tecnologias na distribuição.4.	Subsidiar a análise e gestão do carregamento dos transformadores de distribuição.5.	Subsidiar a elaboração de padrões construtivos de distribuição.6.	Orçamento de Equipametos e Materias.7.	Participar da Homologação de materiais e equipamentos técnicos.8.	Participar da analise de anomalias de matérias e equipamentos em uso.9.	Incorporação de redes de distribuição.,indefinido
Estagiário Técnico Eletrotécnica,1.	Eletricidade Básica um e dois.2.	Maquinas Elétrica.3.	Eletrônica Básica.4.	Instalações Elétricas.5.	Projetos Elétricos,indefinido
Professor de Eletrotécnica,"Professor de Eletrotécnica das disciplinas : Eletrônica, Maquinas elétricas, Elétrica Predial, projetos elétricos e Automação industrial.",indefinido
Co-founder & CEO,"As CEO, my mission is to provide all the tools necessary for my team to do their best.I believe that the culture of the organization is what makes it thrive, so I mull my daily tasks to keep the culture of the organization as clear as possible for all employees and partners.So, I lead the following teams under my responsability:- Sales- Marketing- Customer Success- People",indefinido
Co-founder | Mobile developer,"We developed an app to help people from Bauru who took buses every day.It was my first experience with entrepreneurship and that's when I really fell in love with it. We reached 5,000 users on the app, which was amazing for us.",indefinido
Tech Lead,"Tech Lead, desenvolvimento de sistemas e web site, seguindo as normas da W3C. Utilizando padrões de Usabilidade e Acessibilidade. Elaboração de técnicas de responsividades (Padrões Responsivo) para sistemas e sites.",indefinido
Desenvolvedor de front-end,"Desenvolvedor Front-End, com atuação no sistema de projetos (SIPLAGE) e Agenda para Gestores Públicos.",front
Desenvolvedor de front-end,"Desenvolvedor Front-end na Startup Gostoso é Pedir, premiada pelo SEBRAE/AC.",front
Desenvolvedor de front-end,"Desenvolvedor Front-end, sistema de agendamento de serviços para segmentos na área de beleza. Startup premiada pelo SEBRAE/AC",front
Desenvolver Front-end,"Desenvolvimento Front-end do portal de Jogos, Jet Jogos.",front
Professor,"Elaboração de Contratos;
Elaboração de Briefing;
Elaboração de Protótipo para sites e sistemas;
HTML, HTML5;
CSS, CSS3;
Tableless;
Bootstrap;
Wordpress;",front
Desenvolvedor de front-end,Desenvolvimento front-end do portal da Agência Boom.ag,front
Desenvolvedor de front-end,Desenvolvimento front-end do portal PayMundie e Sistema.,front
Professor,"Elaboração de Contratos;
Elaboração de Briefing;
Elaboração de Protótipo para sites e sistemas;
HTML, HTML5;
CSS, CSS3;
Tableless;
Bootstrap;
Wordpress;",front
Desenvolvedor Front-End,"Desenvolvimento de sistemas e web site, seguindo as normas da W3C. Utilizando padrões de Usabilidade e Acessibilidade. Elaboração de técnicas de responsividades (Padões Responsivo) para sistemas e sites.",indefinido
Analista de Sistema - Desenvolvedor Front-End,"Desenvolvimento de sistemas e web site, seguindo as normas da W3C. Utilizando padrões de Usabilidade e Acessibilidade. Elaboração de técnicas de responsividades (Padões Responsivo) para sistemas e sites.",indefinido
Desenvolvedor,Desenvolvimento do Sistema de Controle e Acompanhamento de Ponto.,indefinido
Técnico em ADSL e Suporte,"- Instalação e Configuração de rede e Modens Wi-Fi;
- Instalação de Modens Roteador. 
- Manutenção de computadores.",indefinido
Desenvolve Front-End,"Desenvolvimento Front-End, das telas do sistema da Plataforma Verde utilizando as linguagens HTML, CSS, JavaScript, Jquery, Bootstrap fornecidas pela equipe de UX Designer na ferramenta Adobe XD.  Sendo realizado acompanhamento através de Squad's e ferramentas de acompanhamento, Planner, Teams e FreshDesk. Trabalhando com ferramenta de versionamento GitLab e Gerencia através do Docker Hub.",front
Desenvolvedor Front-end,"Alocado no cliente CVC CORP, desenvolvendo sistemas de controles internos e dashboards",indefinido
Desenvovedor Front-end,"Participei de projetos de Brastemp, Consul e Compra Certa.",indefinido
Desenvolvedor Front-end,"Desenvolvimento de site, paineis e aplicações web voltadas a telemedicina fazendo a comunicação entre paciente e médico.",indefinido
Desenvolvedor de front-end,"Alocado no cliente Bradesco Seguros, desenvolvendo e-mail marketing, websites institucionais, landing pages e protótipos fiéis de aplicativos, portais, apps. Também atuando como líder de equipe, demandando tarefas e treinando novos desenvolvedores.",indefinido
Analista de sistema,"Análise de processos, configuração de e-commerce Magento e desenvolvimento do frontend de acordo com a identidade visual do cliente.",front
Desenvolvedor web front end,Desenvolvimento do projeto da loja virtual The Beauty Box do grupo Boticário.,indefinido
Desenvolvedor full stack,"Desenvolvimento de websites, landing pages, hotsites, lojas virtuais e CMSblogs, banners.",indefinido
Trainee,"Desenvolvimento de websites, landing pages, web apps e sistemas web.",indefinido
Full Stack Developer Jr,"Minha função na empresa que na época se chamava Tridea/ MSBS Tridea era desenvolver extensões, customizações e novas funcionalidades para Microsoft Dynamics CRM usando tecnologias como WCF, C# e Javascript.Participei de projetos de clientes como Porto Seguro, Braskem, Natura, Medial Saúde, Bradesco, Redecard, Air Liquide, Bram, Abimaq. Além de desenvolvimentos para produtos internos.",back
Estagiário,"Nesta empresa cuidava da manutenção de um sistema odontológico que levava o nome da própria empresa e atendia alguns consultórios na cidade, além disso ajudei a iniciar o desenvolvimento de um sistema de controle de estoque e compras para os consultórios.Utilizava como tecnologias e linguagens de programação: C#, VB.NET e SQL (Procedures, Views para SQL Server)",back
Desenvolvedor Front-end | SR,Competências: TypeScript · Next.js,front
Desenvolvedor Front-end | SR,Competências: React Native · TypeScript,mobile
Desenvolvedor Front-end | JR/PL,Competências: React Native · TypeScript,mobile
Analista de desenvolvimento | Angular | .Net,"Analista de Desenvolvimento, utilizando metodologia ágil (Scrum), ambiente Azure e utilizando .Net, Angular, Saas, CSS, HTML, TypeScript, JavaScript, Angular Material e versionamento.",fullstack
Desenvolvedor de sistemas,"Desenvolvedor Full Stack, utilizando .Net, React, Scrum e Azure.",fullstack
Agente de Importação/Exportação,"- Responsável por verificar informações pertinentes para atracação da carga por meio de conferência documental; - Contribuir com a armazenagem adequada para cada tipo de carga, por meio do cumprimento dos procedimentos estabelecidos; - Manter a rastreabilidade da carga, por meio de cadastro sistêmico e etiquetagem correta; Garantir os registros de avarias, por meio da inspeção, do cadastro sistêmico e fotos; - Garantir inspeção da carga quando solicitado pela RFB cliente, por meio equipamento de Raio X; Manter a integridade física da carga por meio do uso de equipamentos corretos para a movimentação da carga; - Auxiliar a Receita Federal ou órgão anuente na fiscalização realizada na carga, provendo recursos para movimentação e abertura do volume; - Dar início ao processo de entrega da carga, por meio de conferência documental e sistêmica; Garantir que os volumes das cargas estejam de acordo com a DI – Declaração de Importação, realizando conferência física e documental; - Garantir baixa de carga entregue, por meio de registro nos sistemas Mantra e TecaPlus; - Certificar entrega física da carga ao consignatário",indefinido
